year,state_name,district_name,registration_circles,murder,homicide,hit_and_run,acdnt_other_than_hit_and_run_,dowry_deaths,abetment_of_suicide,atmpt_cmmt_murder,atmpt_cmmt_suicide,miscarr_infant_foetic_aband,vlntrly_caus_dangers_weapons,vlntrly_caus_pub_srvnt_duty,hrt_endgrng_lf_safety,vlntrly_caus_grvus_hurt,acid_attack,grvus_hrt_lf_safety,assault_on_women,sex_hrrsmt_other_places,voyeurism,stalking,other_kidnp_abduc,kidnp_abdctn_murder,kidnp_abdctn_marrg,proc_minor_girls,human_trafficking,rape,ofnc_agnst_state_other,rioting_sectarian,rioting_political,rioting_agrarian,impt_asrtns_prjudc_intgrtn,affray,auto_motor_vehicle_theft,extortion_and_blackmailing,robbery,dacoity,cntrft_seal_mark,cntrft_curr_bank_notes,bank_frauds,atm_fraud,credit_debit_card_fraud,cheating,forgery,sale_food_drugs,rash_driving_pub_way,cheating_impersonation,ofnc_mischief,arson,criminal_trespass,crlty_husbnd_relatives,criminal_intimidation,insult_modesty_women,other_ipc_crimes
2020,Chhattisgarh,Surajpur,Surajpur,43.0,0.0,0.0,167.0,2.0,9.0,12.0,0.0,2.0,26.0,1.0,2.0,63.0,0.0,0.0,21.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,17.0,0.0,0.0,2.0,2.0,17.0,49.0,11.0,25.0
2020,Chhattisgarh,Gaurela Pendra Marwahi,Gaurela-Pendra-Marwari,17.0,0.0,28.0,16.0,0.0,1.0,6.0,0.0,0.0,16.0,4.0,0.0,15.0,0.0,1.0,17.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,31.0
2020,Goa,North Goa,North Goa,20.0,0.0,7.0,43.0,0.0,2.0,10.0,0.0,2.0,94.0,21.0,2.0,21.0,0.0,2.0,9.0,12.0,1.0,8.0,8.0,0.0,0.0,0.0,4.0,36.0,0.0,0.0,1.0,0.0,0.0,1.0,79.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,3.0,0.0,4.0,0.0,3.0,8.0,28.0,2.0,61.0,20.0,5.0
2020,Goa,South Goa,South Goa,13.0,3.0,14.0,61.0,0.0,0.0,14.0,0.0,2.0,72.0,15.0,6.0,9.0,0.0,0.0,17.0,1.0,1.0,9.0,8.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,1.0,0.0,3.0,1.0,2.0,10.0,15.0,6.0,35.0,15.0,8.0
2020,Goa,North Goa,Cid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gujarat,Ahmadabad,Ahmedabad City,70.0,12.0,55.0,273.0,0.0,58.0,133.0,0.0,25.0,1085.0,75.0,89.0,133.0,0.0,1.0,31.0,84.0,5.0,34.0,26.0,0.0,2.0,0.0,2.0,77.0,0.0,0.0,1.0,2.0,0.0,26.0,1420.0,80.0,119.0,23.0,0.0,5.0,23.0,8.0,41.0,508.0,21.0,0.0,1132.0,3.0,1.0,29.0,110.0,836.0,2269.0,1.0,615.0
2020,Gujarat,Ahmadabad,Ahmedabad Rural,25.0,4.0,42.0,175.0,0.0,15.0,42.0,0.0,3.0,118.0,11.0,4.0,63.0,0.0,0.0,2.0,15.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,69.0,6.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,263.0,0.0,5.0,3.0,9.0,34.0,223.0,0.0,321.0
2020,Gujarat,Amreli,Amreli,17.0,5.0,7.0,105.0,1.0,7.0,33.0,0.0,2.0,121.0,13.0,5.0,61.0,0.0,1.0,14.0,1.0,1.0,10.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,0.0,45.0,1.0,9.0,5.0,24.0,105.0,510.0,2.0,6527.0
2020,Gujarat,Anand,Anand,27.0,3.0,23.0,144.0,0.0,8.0,49.0,0.0,6.0,136.0,11.0,1.0,72.0,0.0,3.0,12.0,2.0,1.0,3.0,10.0,2.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,2.0,0.0,4.0,93.0,4.0,14.0,7.0,0.0,1.0,1.0,0.0,1.0,33.0,16.0,0.0,271.0,0.0,11.0,5.0,8.0,66.0,383.0,1.0,220.0
2020,Gujarat,Arvalli,Arvalli,21.0,4.0,0.0,106.0,0.0,14.0,15.0,0.0,1.0,75.0,5.0,15.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,33.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,63.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,78.0,0.0,3.0,6.0,6.0,74.0,445.0,1.0,5.0
2020,Gujarat,Banas Kantha,Banaskantha,37.0,5.0,135.0,103.0,0.0,20.0,36.0,0.0,8.0,273.0,8.0,18.0,37.0,0.0,0.0,44.0,0.0,0.0,0.0,47.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,198.0,18.0,22.0,12.0,0.0,1.0,0.0,0.0,0.0,39.0,4.0,0.0,291.0,3.0,9.0,6.0,10.0,197.0,706.0,0.0,0.0
2020,Gujarat,Bharuch,Bharuch,35.0,3.0,0.0,242.0,1.0,7.0,18.0,0.0,1.0,158.0,10.0,4.0,83.0,0.0,4.0,10.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,217.0,2.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0,913.0,1.0,5.0,13.0,19.0,58.0,264.0,0.0,116.0
2020,Gujarat,Bhavnagar,Bhavnagar,42.0,3.0,1.0,123.0,0.0,17.0,21.0,0.0,1.0,299.0,11.0,13.0,125.0,0.0,2.0,16.0,8.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,18.0,13.0,4.0,0.0,1.0,6.0,4.0,7.0,50.0,11.0,0.0,86.0,1.0,4.0,4.0,21.0,151.0,631.0,0.0,1186.0
2020,Gujarat,Botad,Botad,10.0,0.0,3.0,39.0,0.0,7.0,13.0,0.0,5.0,31.0,2.0,1.0,45.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,16.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,4.0,17.0,2.0,2.0,0.0,6.0,19.0,569.0,0.0,168.0
2020,Gujarat,Chhotaudepur,Chhotaudepur,21.0,4.0,0.0,98.0,0.0,9.0,10.0,0.0,0.0,30.0,5.0,0.0,42.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,337.0,0.0,0.0,6.0,5.0,8.0,175.0,1.0,1004.0
2020,Gujarat,Gandhinagar,Cid Crime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gujarat,Dohad,Dahod,37.0,2.0,30.0,155.0,0.0,17.0,13.0,0.0,5.0,18.0,3.0,1.0,138.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,2.0,150.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,218.0,0.0,21.0,5.0,5.0,37.0,677.0,1.0,29.0
2020,Gujarat,Dang,Dang,5.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0
2020,Gujarat,Devbhumi Dwarka,Devbhumi Dwarka,9.0,0.0,0.0,46.0,0.0,3.0,11.0,0.0,1.0,54.0,6.0,2.0,36.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,143.0,0.0,3.0,2.0,2.0,48.0,78.0,0.0,224.0
2020,Gujarat,Gandhinagar,Gandhinagar,22.0,0.0,26.0,128.0,0.0,17.0,24.0,0.0,3.0,114.0,13.0,0.0,50.0,0.0,10.0,2.0,7.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,3.0,0.0,4.0,1.0,0.0,149.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,23.0,0.0,105.0,6.0,0.0,3.0,5.0,81.0,257.0,1.0,10.0
2020,Gujarat,Gir Somnath,Gir Somnath,15.0,2.0,3.0,53.0,0.0,5.0,10.0,0.0,1.0,112.0,6.0,7.0,28.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,7.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,5.0,0.0,82.0,3.0,0.0,1.0,3.0,84.0,135.0,0.0,259.0
2020,Gujarat,Jamnagar,Jamnagar,20.0,0.0,0.0,77.0,1.0,13.0,27.0,0.0,5.0,154.0,13.0,7.0,43.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,7.0,74.0,8.0,11.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,6.0,0.0,267.0,0.0,0.0,2.0,16.0,39.0,167.0,0.0,60.0
2020,Gujarat,Junagadh,Junagadh,20.0,2.0,20.0,78.0,0.0,6.0,24.0,0.0,3.0,198.0,19.0,17.0,25.0,0.0,0.0,13.0,22.0,0.0,2.0,4.0,0.0,47.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,1.0,3.0,100.0,27.0,18.0,3.0,0.0,0.0,0.0,2.0,2.0,48.0,5.0,0.0,64.0,1.0,3.0,8.0,18.0,167.0,373.0,0.0,3089.0
2020,Gujarat,Kachchh,Kachchh East(G),28.0,1.0,45.0,121.0,0.0,14.0,30.0,0.0,4.0,96.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,21.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,70.0,14.0,0.0,206.0,0.0,51.0,0.0,5.0,76.0,386.0,0.0,947.0
2020,Gujarat,Kachchh,Kachchh West(B),20.0,0.0,15.0,95.0,0.0,15.0,13.0,0.0,4.0,111.0,6.0,1.0,41.0,1.0,0.0,0.0,16.0,0.0,4.0,1.0,0.0,17.0,0.0,0.0,13.0,0.0,0.0,3.0,4.0,2.0,4.0,95.0,12.0,12.0,1.0,0.0,1.0,0.0,2.0,0.0,39.0,10.0,0.0,379.0,7.0,14.0,5.0,20.0,51.0,316.0,0.0,2615.0
2020,Gujarat,Kheda,Kheda,21.0,3.0,42.0,153.0,0.0,8.0,12.0,0.0,4.0,124.0,6.0,0.0,58.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.0,0.0,1.0,0.0,8.0,0.0,0.0,54.0,4.0,13.0,7.0,0.0,1.0,1.0,0.0,0.0,31.0,16.0,0.0,24.0,1.0,2.0,2.0,3.0,64.0,313.0,0.0,76.0
2020,Gujarat,Mahisagar,Mahisagar,7.0,1.0,40.0,40.0,0.0,14.0,6.0,0.0,2.0,42.0,7.0,14.0,40.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,140.0,0.0,0.0,2.0,4.0,27.0,497.0,0.0,12.0
2020,Gujarat,Mahesana,Mehsana,26.0,0.0,0.0,195.0,0.0,12.0,29.0,0.0,8.0,143.0,7.0,3.0,60.0,0.0,0.0,7.0,4.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,111.0,6.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0,26.0,9.0,0.0,198.0,0.0,1.0,1.0,7.0,63.0,27.0,0.0,19.0
2020,Gujarat,Morbi,Morbi,25.0,2.0,8.0,161.0,0.0,12.0,11.0,0.0,2.0,87.0,4.0,5.0,52.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,60.0,4.0,15.0,2.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,1031.0,0.0,7.0,4.0,10.0,12.0,138.0,1.0,80.0
2020,Gujarat,Narmada,Narmada,11.0,3.0,0.0,76.0,0.0,3.0,15.0,0.0,0.0,213.0,7.0,0.0,35.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,29.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,11.0,2.0,0.0,8.0
2020,Gujarat,Navsari,Navsari,17.0,2.0,0.0,136.0,1.0,4.0,7.0,0.0,3.0,24.0,3.0,3.0,26.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,37.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,8.0,0.0,4351.0,1.0,0.0,0.0,3.0,14.0,141.0,0.0,113.0
2020,Gujarat,Panch Mahals,Panchmahal,29.0,5.0,30.0,159.0,0.0,19.0,14.0,0.0,1.0,69.0,6.0,10.0,49.0,1.0,7.0,0.0,19.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,83.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0,11.0,0.0,483.0,0.0,19.0,0.0,8.0,50.0,444.0,0.0,211.0
2020,Gujarat,Patan,Patan,19.0,1.0,18.0,84.0,0.0,11.0,22.0,0.0,1.0,164.0,8.0,9.0,36.0,0.0,4.0,1.0,22.0,0.0,2.0,13.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,10.0,11.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,9.0,0.0,390.0,3.0,7.0,8.0,13.0,71.0,333.0,0.0,28.0
2020,Gujarat,Porbandar,Porbandar,10.0,1.0,0.0,24.0,0.0,2.0,11.0,0.0,0.0,45.0,7.0,7.0,14.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,131.0,0.0,2.0,7.0,5.0,26.0,84.0,0.0,4308.0
2020,Gujarat,Rajkot,Rajkot City,29.0,6.0,0.0,137.0,0.0,15.0,23.0,0.0,6.0,128.0,9.0,0.0,58.0,1.0,0.0,3.0,7.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,200.0,18.0,9.0,2.0,0.0,3.0,0.0,0.0,0.0,39.0,27.0,0.0,27.0,2.0,0.0,55.0,15.0,64.0,217.0,0.0,14229.0
2020,Gujarat,Rajkot,Rajkot Rural,29.0,10.0,21.0,118.0,0.0,18.0,25.0,0.0,2.0,138.0,8.0,16.0,47.0,1.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,14.0,0.0,1.0,17.0,0.0,0.0,3.0,3.0,0.0,0.0,85.0,14.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,3.0,0.0,465.0,0.0,8.0,3.0,18.0,122.0,287.0,0.0,22.0
2020,Gujarat,Sabar Kantha,Sabarkantha,19.0,4.0,0.0,131.0,0.0,14.0,17.0,0.0,4.0,55.0,11.0,14.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,139.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,31.0,5.0,0.0,544.0,0.0,3.0,1.0,7.0,75.0,185.0,0.0,7.0
2020,Gujarat,Surat,Surat City,116.0,7.0,158.0,29.0,0.0,30.0,82.0,0.0,11.0,289.0,41.0,11.0,80.0,3.0,2.0,50.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,769.0,34.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,361.0,15.0,1.0,1727.0,0.0,0.0,9.0,25.0,342.0,504.0,3.0,82.0
2020,Gujarat,Surat,Surat Rural,33.0,1.0,109.0,228.0,1.0,8.0,34.0,0.0,4.0,40.0,11.0,1.0,30.0,0.0,0.0,6.0,0.0,0.0,2.0,9.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,153.0,12.0,15.0,3.0,0.0,2.0,2.0,0.0,1.0,51.0,4.0,0.0,1918.0,0.0,0.0,2.0,4.0,17.0,290.0,1.0,36.0
2020,Gujarat,Surendranagar,Surendranagar,25.0,1.0,6.0,147.0,0.0,10.0,37.0,2.0,3.0,129.0,11.0,4.0,73.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,71.0,31.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,97.0,0.0,3.0,4.0,13.0,15.0,237.0,0.0,101.0
2020,Gujarat,Tapi,Tapi,11.0,2.0,35.0,88.0,0.0,4.0,3.0,0.0,1.0,25.0,5.0,2.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1112.0,0.0,0.0,3.0,0.0,4.0,66.0,0.0,844.0
2020,Gujarat,Vadodara,Vadodara City,22.0,6.0,39.0,68.0,0.0,12.0,31.0,0.0,4.0,188.0,19.0,17.0,49.0,0.0,0.0,13.0,6.0,1.0,9.0,8.0,0.0,17.0,0.0,0.0,20.0,0.0,2.0,2.0,0.0,0.0,7.0,364.0,20.0,15.0,2.0,0.0,2.0,16.0,0.0,1.0,130.0,33.0,0.0,133.0,1.0,0.0,2.0,5.0,181.0,306.0,2.0,8721.0
2020,Gujarat,Vadodara,Vadodara Rural,31.0,6.0,44.0,216.0,0.0,8.0,18.0,0.0,5.0,46.0,6.0,2.0,36.0,0.0,0.0,0.0,10.0,0.0,9.0,5.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,0.0,957.0,6.0,4.0,2.0,6.0,42.0,179.0,2.0,1432.0
2020,Gujarat,Valsad,Valsad,17.0,3.0,66.0,201.0,1.0,8.0,13.0,0.0,3.0,74.0,5.0,1.0,26.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,0.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,91.0,5.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,28.0,9.0,0.0,2836.0,0.0,0.0,1.0,3.0,12.0,181.0,0.0,17.0
2020,Gujarat,Ahmadabad,Cyber Ahmedabad Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020,Gujarat,Bhavnagar,Cyber Bhavnagar Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gujarat,Gandhinagar,Cyber Gandhinagar Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gujarat,Junagadh,Cyber Junagadh Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2020,Gujarat,Panch Mahals,Cyber Panchmahal Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gujarat,Rajkot,Cyber Rajkot Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gujarat,Surat,Cyber Surat Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Gujarat,Vadodara,Cyber Vadodara Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Haryana,Ambala,Ambala,31.0,2.0,0.0,211.0,6.0,23.0,44.0,3.0,2.0,78.0,36.0,0.0,57.0,0.0,0.0,17.0,31.0,1.0,5.0,0.0,0.0,47.0,22.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,15.0,386.0,8.0,22.0,5.0,0.0,4.0,5.0,0.0,0.0,79.0,6.0,0.0,1.0,0.0,1.0,11.0,73.0,258.0,99.0,4.0,1635.0
2020,Haryana,Bhiwani,Bhiwani,37.0,1.0,0.0,150.0,14.0,31.0,35.0,2.0,3.0,51.0,31.0,0.0,69.0,1.0,0.0,18.0,103.0,3.0,23.0,0.0,1.0,27.0,12.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,14.0,370.0,8.0,49.0,7.0,0.0,0.0,205.0,50.0,5.0,0.0,0.0,0.0,20.0,0.0,6.0,26.0,83.0,178.0,166.0,4.0,684.0
2020,Haryana,Faridabad,Faridabad,62.0,7.0,0.0,200.0,19.0,43.0,89.0,2.0,8.0,102.0,0.0,0.0,160.0,0.0,0.0,9.0,43.0,2.0,39.0,93.0,0.0,41.0,118.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,647.0,1931.0,25.0,24.0,7.0,0.0,1.0,0.0,24.0,0.0,195.0,124.0,0.0,38.0,2.0,3.0,14.0,70.0,401.0,309.0,10.0,700.0
2020,Haryana,Fatehabad,Fatehabad,32.0,0.0,13.0,69.0,8.0,21.0,25.0,0.0,0.0,84.0,32.0,0.0,29.0,0.0,0.0,4.0,29.0,0.0,11.0,0.0,1.0,2.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,9.0,274.0,12.0,17.0,8.0,0.0,0.0,0.0,6.0,27.0,22.0,19.0,0.0,0.0,0.0,1.0,14.0,130.0,64.0,262.0,8.0,156.0
2020,Haryana,Ambala,Grp,15.0,0.0,0.0,4.0,1.0,27.0,5.0,0.0,3.0,2.0,16.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,53.0
2020,Haryana,Gurugram,Gurugram,85.0,4.0,274.0,73.0,26.0,59.0,63.0,6.0,13.0,27.0,73.0,4.0,79.0,2.0,7.0,70.0,49.0,7.0,57.0,3.0,3.0,42.0,72.0,0.0,173.0,0.0,0.0,0.0,34.0,0.0,440.0,2778.0,41.0,56.0,13.0,0.0,1.0,0.0,82.0,30.0,760.0,4.0,0.0,77.0,2.0,8.0,13.0,99.0,291.0,384.0,44.0,1250.0
